Domain Title,Control Title,Control Reference,Control Wording,Control Type,SOC  TSC Common Criteria,SOC  TSC Availability,SOC  TSC  Confidentiality,SOC TSC Privacy,ISO 27001 ISMS ,ISO 27002: 2013 Annex A,Cloud Service Customers ISO 27017,Cloud Service Providers ISO 27017,ISO 27018,PII Controller ISO 27701,PII Processor ISO 27701,ISO 22301,BSI C5,FedRAMP Tailored Control,Spanish ENS BASIC Control,Spanish ENS Medium Control,Spanish ENS High Control,ISMAP Control,PCI Control,Saudi CCC Control,EU Code of Conduct Control,NIST SP 800-171 Control,EUCS Basic Control,EUCS Substantial Control,EUCS High Control,SecNumCloud Control,IRAP Control
Vulnerability Detection,Software Vulnerability Scanning,CCF 314,"Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly. ",Process,,,,P6.3,,,"A.12.1.1, A.12.2.1, A.12.6.1, A.14.2.1, A.14.2.8, A.18.2.3","A.12.1.1, A.12.2.1, A.12.6.1, A.14.2.1, A.14.2.8, A.18.2.3","6.1.5, 12.1.1, 18.2.3",6.15.2.3,6.15.2.3,,"OPS-04, OPS-05, OPS-18, OPS-20, OPS-22, OPS-23, PSS-02, PSS-03",RA-5,"org.1, op.exp.6","op.exp.5, mp.sw.1, mp.sw.2","op.exp.5, mp.sw.1, mp.sw.2","6.1.5, 12.4.1, 12.4.3, 12.6.1, 14.2.1, 14.2.8, 18.2.3, 3.1.4.4","6.1.a, 6.1.b, 6.3.1, 6.3.2.a, 6.3.2.b, 6.4.4.a, 6.4.4.b, 6.4.5.3.a, 6.4.5.3.b, 6.5.a, 6.5.b, 6.5.c, 6.5.1, 6.5.2, 6.5.3, 6.4.5, 6.5.5, 6.5.6, 6.5.7, 6.5.8, 6.5.9, 6.5.10, 6.6, 11.2, 11.2.1.a, 11.2.1.b, 11.2.1.c, 11.2.2.a, 11.2.2.b, 11.2.2.c, 11.2.3.a, 11.2.3.b, 11.2.3.c, 11.3.3","2-9-P-1-1, 2-16-P-3-1, 2-16-P-4, 2-9-T-1-1, 2-9-T-1-2, 1-5-3-1, 1-5-3-2, 1-5-3-4, 2-10-3-1, 2-13-3-5, 1-6-1, 1-6-2-1, 1-6-2-2, 1-6-3-3, 1-6-3-5, 2-10-1, 2-10-2, 2-10-4, 2-13-1, 2-13-2, 5-1-2, 5-1-3-8","6.2.B, 6.2.K, 6.2.M","3.7.4 Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.   3.11.2 Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.   3.12.2 Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.  3.14.2 Provide protection from malicious code at appropriate locations within organizational information systems.  3.14.4 Update malicious code protection mechanisms when new releases are available.  3.14.5 Perform periodic scans of the information system and real-time scans of files from external sources as files are downloaded, opened, or executed.           ","RM-02.1b,  OPS-17.1,  OPS-17.3,  OPS-18.2,  OPS-18.3,  OPS-18.4,  OPS-19.1,  OPS-20.1,  CCM-02.1,  DEV-06.2","OPS-04.2, OPS-17.4, OPS-20.2, CCM-03.6, DEV-06.3","OPS-04.3, OPS-04.4, OPS-19.4, CS-01.5, CCM-03.10, CO-03.5","5.3.c, 11.7.b, 12.4.a, 12.10.c, 12.11.a, 12.11.b, 18.2.1.a",1163 1616 1240 0402      
Vulnerability Detection,Infrastructure & Application patching,CCF 315,"Infrastructure supporting the service, and applications are patched upon availability as a part of routine maintenance and as a result of identified vulnerabilities and supplier supplied patches to help ensure that applications and infrastructure network and system components supporting the service are hardened against security threats.",Technology,"CC6.6, CC6.8, CC7.1, CC7.2, CC7.3, CC7.4",,,,,"A.12.6.1, A.13.1.1",,,,,,,"OPS-05, OPS-18, OPS-19, OPS-20, OPS-22, OPS-23, COS-01, COS-02, SSO-01, PSS-02, PSS-03","MA-2, SI-2","op.pl.2, op.acc.7, op.exp.4, mp.com.3","op.exp.3, op.ext.2, mp.sw.2","op.exp.3, op.ext.2, mp.sw.2","9.4.4, 12.5.1.1, 12.5.1.15, 12.6.1, 12.6.1.10","1.2.2.a, 1.2.2.b, 2.2.a, 2.2.b, 2.2.c, 2.2.d, 2.2.2.a, 2.2.2.b, 2.2.3, 2.2.5.a, 2.2.5.b, 2.2.5.c, 6.2.a, 6.2.b","2-3-P-1-1, 2-3-P-1-3, 2-3-P-1-4, 2-3-P-1-5, 2-14-P-1-1, 2-3-3-3, 2-10-3-4, 2-10-3-5, 1-6-2-1, 1-6-2-2, 1-6-3-5, 2-4-1, 2-4-2, 2-4-3-4, 2-5-1, 2-5-2, 2-10-1, 2-10-2, 5-1-2, 5-1-3-8, 5-1-3-9","6.2.K, 6.2.L, 6.2.Q","3.4.1 Establish and maintain baseline configurations and inventories of organizational systems (including hardware, software, firmware, and documentation) throughout the respective system development life cycles.  3.4.6 Employ the principle of least functionality by configuring organizational systems to provide only essential capabilities.   3.7.1 Perform maintenance on organizational systems.  3.7.2 Provide controls on the tools, techniques, mechanisms, and personnel used to conduct system maintenance.  3.11.3 Remediate vulnerabilities in accordance with risk assessments.  3.12.2 Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.  3.14.4 Update malicious code protection mechanisms when new releases are available.    ","AM-02.1,  CS-02-1,  CCM-02.1,  DEV-06.1,  DEV-06.2","CS-08.3, DEV-06.3, DEV-06.5","PS-04.5,  OPS-04.4,  OPS-18.6,  OPS-21.3,  CS-01.5,  CO-03.5","5.1.a, 11.7.b, 12.4.a, 12.10.c, 12.11.a",1460 1605 1606 1143 1643 0298 0303 1498 1499 1544 1467 1483 1497 1500   
Vulnerability Detection,Software & Firmware Updates,CCF 316,[The Organization] installs security-relevant software and firmware updates per [The Organization] policy; and incorporates flaw remediation into Systems configuration management process.,Technology,,,,,,,"A.9.4.4, A.12.1.1, A.12.6.1","A.9.4.4, A.12.1.1, A.12.6.1","9.4.4, 12.1.1",,,,"AM-05, OPS-04, OPS-05",,,op.exp.3,op.exp.3,"9.4.4, 12.6.1","2.2.a, 2.2.b, 2.2.c, 2.2.d, 2.2.2.a, 2.2.2.b, 2.2.3, 5.3.a, 5.3.b, 5.3.c, 6.2.a, 6.2.b","2-10-3-4, 2-10-3-5, 1-6-2-1, 2-4-1, 2-4-2, 2-4-3-4, 2-10-1, 2-10-2","6.2.F, 6.2.K",3.4.2 Establish and enforce security configuration settings for information technology products employed in organizational systems.                ,DEV-06.1,DEV-06.3,,11.7.b,1467 1483 1544
Vulnerability Detection,System Description & Boundaries,CCF 317,[The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users.,Process,"CC2.2, CC2.3, CC6.1",,,,"Clause 4.1, Clause 4.2, Clause 4.3, Clause 5.2, Clause 6.2, Clause 7.4, Clause 7.5.1, Clause 8.1, Clause 9.1, Clause 9.3","A.9.1.2, A.9.2.3, A.14.1.2",,,,,,,"COS-07, PI-01","CA-3, CA-9, SA-5",,,,"9.1.2, 12.1.5.1.PB, 14.1.2, 16.1.7.13.PB, 4.4.1.1, 4.4.2.1, 4.4.3.1, 4.4.4.1, 4.4.5.1, 4.4.5.2, 4.5.3.1, 4.5.4.1, 4.5.4.2, 4.5.4.3, 4.5.4.4, 4.5.4.5, 4.6.1.1, 4.6.2.1, 4.6.3.1, 4.6.3.2, 4.6.3.3, 4.6.3.4, 4.8.1.1","1.1.2.a, 1.1.2.b, 1.1.3","2-1-P-1-1, 2-1-T-1-1","6.2.F, 6.2.M","3.12.4 Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.                      ","IAM-09.1,  IAM-09.4,  CS-02-1,  CS-07.1,  CS-07.2,  PI-01.1,  PI-01.2,  PI-01.3,  PI-02.1,  DEV-02.1,  DOC-03.1","CS-07.3, DEV-02.3, DOC-03.3, PSS-05.2",DOC-03.4,"9.7.b, 9.7.c, 11.1.a, 11.1.b, 13.1.a, 13.2.a",1178
Vulnerability Detection,External Communication Requirements,CCF 318,"[The Organization] defines external communication requirements for incidents, including: • information about external party dependencies • criteria for notification to external parties as required by [The Organization] policy in the event of a security breach  • contact information for authorities (e.g., law enforcement, regulatory bodies, etc.)",Process,,,,P6.6,,,,,"6.1.2, 6.1.3, A.10.1",,,"8.4.1, 8.4.3.1, 8.4.3.2","OIS-05, OPS-21, PI-01, SIM-01, SIM-02, SIM-05, INQ-01",IR-6,"org.1, org.4",op.exp.7,op.exp.7,"6.1.3, 6.1.4, 12.6.1.18.PB, 16.1.1.6.P, 16.1.1.7.P, 16.1.1.8.P, 16.1.2.12.P, 3.1.5.1, 3.1.5.5, 4.5.3.1, 4.9.1.1, 4.9.2.2","12.10.3, 12.10.4","2-9-P-1-2, 2-12-P-1-6, 2-13-3-3, 2-13-3-4","5.13.B, 6.2.P","3.1.9 Provide privacy and security notices consistent with applicable CUI rules.  3.1.3 Control the flow of CUI in accordance with approved authorizations.   3.6.1 Establish an operational incident-handling capability for organizational systems that includes preparation, detection, analysis, containment, recovery, and user response activities.  3.6.2 Track, document, and report incidents to designated officials and/or authorities both internal and external to [The Organization].             ","PI-01.3,  PI-01.4,  IM-03.1,  IM-03.2,  IM-04.1","OIS-03.2, PM-03.2, IM-01.4, IM-03.3",,"7.4.b, 16.1.c, 16.2.a, 16.2.b, 16.2.c, 16.2.d",0043
Vulnerability Detection,Cloud Authorities,CCF 319,The cloud service customer identifies authorities relevant to the combined operation of the cloud service customer and cloud service provider. ,People,,,,,,,A.6.1.3,,,,,,OIS-05,,,,,"3.1.5.5, 4.4.3.1",,,,,,,,,
Vulnerability Detection,License maintenance and usage,CCF 320,[The Organization] maintains software license contracts and monitors its compliance with usage restrictions.,Process,,,,,,A.18.1.2,,,,,,,,CM-10,op.exp.1,,,,,1-6-3-2,,3.14.7 Identify unauthorized use of organizational systems.                     ,,,,8.1.c,
Vulnerability Detection,Access Notification,CCF 321,"[The Organization] informs its cloud service customers within 72 hrs. whenever Systems internal or external staff read or write to cloud customers' data during processing, storage or transmission. The information regarding the access is sufficiently detailed to enable the client to assess the risks of the access.",Process,,,,,,,,,,,,,IDM-07,,,,,4.9.1.1,,2-2-P-1-10,,,,IAM-09.5,IAM-09.6,,0133 1576    
Vulnerability Detection,Legal Assessments,CCF 322,"Investigation requests from government agencies are subjected to legal assessments by subject matter experts to determine if the requests have applicable and legal basis, and if [The Organization] is required to comply with the requests.",Process,,,,,,,,,,,,,"INQ-01, INQ-03, INQ-04",,,,,"16.1.7.1, 16.1.7.11",,2-12-P-1-5,5.11.B,,"INQ-01.1,  INQ-01.2,  INQ-03.1,  INQ-03.2",INQ-03.3,"OPS-14.3,  INQ-03.4",,39
Vulnerability Detection,Trusted Connections,CCF 323,All trusted connections are documented and approved by authorized personnel; management ensures the following documentation is in place prior to approval: • agreement with supplier • security requirements • nature of transmitted information,Process,,,,P8.1,,,,,5.1.1,,,,,"SC-20, SC-21, SC-22",,,,"13.1.2, 15.1.1, 15.1.1.16.B, 15.1.2, 15.1.3, 15.1.3.10.P, 15.1.3.11.P","1.2, 1.2.1.a, 1.2.1.b, 1.2.1.c",,,3.1.20 Verify and control/limit connections to and use of external information systems.                ,CS-03.1,"HR-06.5, BC-03.3",,"12.2.b, 13.1.a",
Vulnerability Detection,Publishing Information Publicly,CCF 324,"[The Organization] protects its public information system presence with the following processes: only authorized and trained individuals may post public information, content is reviewed prior to publishing, information on public [The Organization] is reviewed periodically, and non-public information is removed from public [The Organization] upon discovery.",Process,,,,,,,,,,,,,,AC-22,,,,9.4.5.9,,,,3.1.22 Control CUI posted or processed on publicly accessible systems.               ,,,,,
Vulnerability Detection,Cloud Service Legal Jurisdictions,CCF 325,The cloud service provider informs the cloud service customer of the legal jurisdictions governing the cloud service.,Process,,,,,,,,,,,,,,,,,,"18.1.1, 18.1.1.4.P, 18.1.1.6.P, 3.1.5.1",,,,,"IM-06.2,  DOC-05.1,  DOC-05.2,  DOC-05.3,  INQ-02.1",DOC-03.3,,"5.3.d, 19.6.e",
Vulnerability Detection,KSA Penetration Tests,CCF 326,[The Organization] services operating in Saudi (KSA) must conduct penetration tests on their environments at least semi-annually. ,Process,,,,,,,,,,,,,,,,,,,,2-10-P-1-1,,,,,,,
Vulnerability Detection,Cardholder Data Penetration Tests,CCF 327,"[The Organization] conducts penetration tests against cardholder data environments (CDE) and includes the following requirements: • testing covers the entire (CDE) perimeter and critical data [The Organization] • testing verifies that CDE perimeter segmentation is operational • testing is performed from both inside and outside the CDE network • testing validates segmentation and scope reduction controls (e.g., tokenization processes) • network layer penetration tests include components that support network functions as well as operating [The Organization] • testing is performed with consideration of threats verified on an on-going basis from external alerts, directives, and advisories. • testing is performed with consideration of vulnerabilities reported through Systems PSIRT process on an on-going basis • risk ratings are assigned to discovered vulnerabilities, which are tracked through remediation",Process,,,,,,,,,,,,,,,,,,,"11.3, 11.3.1.a, 11.3.1.b, 11.3.2.a, 11.3.2.b, 11.3.4.a, 11.3.4.b, 11.3.4.c, 11.3.4.1.a, 11.3.4.1.b",,,,,,,,
Vulnerability Detection,Monitor of Installed Software,CCF 328,"[The Organization] monitors all user installed software, and validates whether or not the software is appropriate. Any inappropriate software installed is immediately removed.",Process,,,,,,,,,,,,,,,,,,12.2.1.3,,,,"3.4.9 Control and monitor user-installed software.  3.4.7 Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services. ","AM-02.1,  OPS-04.1",,"AM-01.5,  AM-04.3","12.4.a, 12.10.a",
Vulnerability Detection,Restrict Use of Nonessential Functions and Services,CCF 329,"[The Organization] identifies and restricts the use of nonessential functions, ports, protocols, and services.",Process,,,,,,,,,,,,,,,,,,,,,,"3.4.7 Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.       ",CS-03.3,,CS-01.4,,
Vulnerability Detection,Security Plans,CCF 330,"[The Organization] develops, documents, and periodically updates system security plans that describe system boundaries, system environments of operation, and how security requirements are implemented, and the relationships with or connections to other [The Organization].",Process,,,,,,,,,,,,,,,,,,,,,,"3.12.4 Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.   ",,,,,
Vulnerability Detection,Third-party Software Management,CCF 331,The CSP shall document and implement policies for the use of third-party and open source software  The policy should cover the following aspects:  Restrictions on component age;  Restrictions on outdated and EOL/EOS components;  Restrictions on components with known vulnerabilities;  Restrictions on public repository usage;  Restrictions on acceptable licenses;  Component update requirements;  Deny list of prohibited components and versions; and  Acceptable community contribution guidelines. ,Process,,,,,,,,,,,,,,,,,,,,,,,,DEV-02.2,,,
Vulnerability Detection,EUCS Nonconformity Notification,CCF 332,[The Organization] notifies and informs customers who operate an EUCS-certified cloud service of any [The Organization] nonconformities related to EUCS requirements. ,Process,,,,,,,,,,,,,,,,,,,,,,,,CO-03.7,,,
Vulnerability Detection,Log Data Storage,CCF 333,Log data is stored on a physical machine separate from the one that generated them.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,12.7.c,
Vulnerability Detection,New Vulnerabilities Workflow,CCF 334,Newly discovered software vulnerabilities are fixed according to [The Organization] Policy. The reintroduction of similar or previously resolved vulnerabilities is prevented.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,"12.4.a, 12.11.b",
Vulnerability Detection,Security Organization Communication,CCF 335,The cloud service provider maintains regular contact with the Conformity Assessment Body (CAB) and National Cybersecurity Certification Authority (NCCA) to stay informed about current threats and vulnerabilities.,Process,,,,,,,,,,,,,,,,,,,,,,,,,OIS-03.3,,
                                                                                                                                                                                                                                 Below controls are unique to IRAP and no other framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vulnerability Detection,Bill of Materials,CCF 336,A software bill of materials is produced and made available to consumers of software.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1730
Application Security,Legal and regulatory advice,CCF 337,Legal and regulatory advice is sought regarding the development and implementation of a trusted insider program.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1626
Governance Management,Chief Information Security Officer,CCF 338,"[The Organization] has a dedicated Chief Information Security Officer (CISO) who is responsible for providing guidance and overseeing the cyber security program at [The Organization]. The CISO coordinates cyber security and business alignment through a cyber security steering committee or advisory board, and meets formally on a regular basis.",People,,,,,,,,,,,,,,,,,,,,,,,,,,,0714 1478 1617 0724 0725 0726 0718 0733 1618 0734 0720 0731 
Governance Management,Compromised cryptographic equipment,CCF 339,"If applicable, the compromise or suspected compromise of cryptographic equipment or associated keying material is reported to an organization's Chief Information Security Officer, or one of their delegates, as soon as possible after it occurs. Keying material is changed when compromised or suspected of being compromised.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0142 1091
Governance Management,IRAP Sponsor,CCF 340,Systems pursuing IRAP are responsible for identifying a sponsor.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0142 1091
Privacy,Data Spillage,CCF 341,"Customer and Personal Information is monitored for data spillage. In the event of a data spill, the event is assessed for impact and the data is immediately removed, or access to the data is restricted. ",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0133 
Infrastructure Security,Video Conferencing Authentication,CCF 342,"Authentication and authorization for use of IP Phones and video conferencing must follow the following;  • Video conferencing or IP telephone traffic have encrypted and non-replayable authentication scheme.  • Authentication and authorization is in place for all call related activities such as individual logins for IP Phones, call setup, changing settings, and accessing voicemail. • IP phones are configured to authenticate to call controller upon registration. Auto-registration, along with all other unused and prohibited functionalities are disabled. • Unauthorized devices are blocked by default. ",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,0554 0553 0555 0551  
Infrastructure Security,IP Phone Login,CCF 343,Individual logins are implemented for IP phones used for SECRET or TOP SECRET conversations.,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1014 
Infrastructure Security,Fax Machine Policy,CCF 344,A fax machine and multi-function device (MFD) policy is in implemented and includes the following requirements:  • Separate fax machines and MFDs are used for sending classified information. • Messages are encrypted to  an appropriate level depending on information sensitivity. • The sender of a fax message makes arrangements for the receiver to collect the fax message as soon as possible after it is sent and for the receiver to notify the sender if the fax message does not arrive in an agreed amount of time. • A direct connection from an MFD to a digital telephone system is not enabled unless the digital telephone system is authorized to operate at the same sensitivity or classification as the network to which the MFD is connected. • MFDs connected to networks are not used to copy documents above the sensitivity or classification of the connected network. • Fax machines and MFDs are located in areas where their use can be observed. ,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,0588 1092 0241 1075 0590 0245 0589 1036 
Infrastructure Security,Mobile Device Storage,CCF 345,"Mobile devices do not process, store or communicate SECRET or TOP SECRET data  until approved for use by the ACSC.",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,0687 
Infrastructure Security,ACSC Mobile Phone Platform,CCF 346,"If applicable, personnel accessing OFFICIAL and PROTECTED [The Organization] or data using a privately-owned mobile device use an ACSC approved platform, a security configuration in accordance with ACSC guidance, and have enforced separation of work data from any personal data.",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1400  
Infrastructure Security,Mobile Phone Access,CCF 347,Privately-owned mobile devices are prohibited from accessing [The Organization] or data before being configured with the appropriate security standards. Privately-owned mobile devices do not access SECRET and TOP SECRET [The Organization] or data. Legal advice is sought prior to allowing privately-owned mobile devices to access [The Organization] or data.,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,0694 1297 
Infrastructure Security,ACSC Approved Mobile Platform,CCF 348,Personnel accessing official or classified [The Organization] or data using an organization-owned mobile device use an ACSC approved platform with a security configuration in accordance with ACSC guidance.,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1482 
Infrastructure Security,Mobile Device Encryption,CCF 349,All data on mobile devices is encrypted.,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,0869 
Infrastructure Security,Mobile Bluetooth Communication,CCF 350,The range of Bluetooth communications between mobile devices and other Bluetooth devices is restricted to less than 10 meters by using class 2 or class 3 Bluetooth devices.,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1202 
Infrastructure Security,Highly classified mobile Bluetooth functionality,CCF 351,Bluetooth functionality is not enabled on SECRET and TOP SECRET mobile devices.,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,0682 
Infrastructure Security,Mobile Device Bluetooth Pairing,CCF 352,Mobile devices are configured to remain undiscoverable to other Bluetooth devices except during Bluetooth pairing.,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1196
Infrastructure Security,Bluetooth Pairing Version,CCF 353,"If applicable, Bluetooth pairing is performed using Secure Connections, preferably with Numeric Comparison if supported.",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1200 
